Symbol,National Common Name,Author,Family
1516,1192,1900,20
1517,1193,1900,20
1518,1194,1901,20
1518,1192,51,20
1518,1194,1902,20
1518,1194,1903,20
1519,1195,1904,21
1520,1196,1905,21
1521,1197,1906,21
1522,1198,1907,22
1522,1199,1908,22
1523,1199,1650,22
1524,1200,1909,23
1525,1201,1910,23
1525,1198,615,23
1525,1198,615,23
1525,1200,2,23
1525,1198,139,23
1525,1198,1348,23
1525,1201,1911,23
1525,1198,615,23
1525,1198,615,23
1525,1198,615,23
1526,1202,752,23
1527,1203,2,23
1528,1203,1912,23
1528,1198,615,23
1528,1198,615,23
1528,1198,615,23
1529,1204,1913,23
1530,1205,1273,23
1531,1206,1308,23
1532,1207,1914,23
1533,1208,831,23
1533,1200,1,23
1534,1209,1915,23
1535,1210,1916,23
1535,1200,31,23
1536,1211,397,23
1537,1212,1917,23
1538,1213,1918,23
1539,1214,1336,23
1540,1214,1919,23
1541,1214,1920,23
1541,1214,1921,23
1541,1214,1922,23
1541,1214,1923,23
1542,1213,1924,23
1542,1214,1925,23
1542,1214,1926,23
1543,1214,1927,23
1543,1214,1928,23
1543,1214,1929,23
1543,1214,1930,23
1543,1198,521,23
1543,1200,0,23
1543,1210,831,23
1544,1214,1931,23
1544,1214,1932,23
1544,1216,1933,23
1544,1213,387,23
1545,1215,1916,23
1545,1200,31,23
1546,1216,1547,23
1546,1208,502,23
1547,1217,1334,23
1548,1217,1934,23
1549,1218,1935,23
1550,1219,1936,23
1551,1220,397,23
1551,1219,397,23
1552,1221,1937,23
1552,1219,305,23
1553,1222,1937,23
1553,1219,305,23
1554,1223,1938,23
1555,1223,1939,23
1555,1223,1940,23
1555,1222,1941,23
1555,1223,1942,23
1556,1223,1943,23
1556,1229,31,23
1557,1224,1308,23
1558,1225,1944,23
1559,1226,1550,23
1559,1227,1308,23
1559,1239,2,23
1560,1227,1945,23
1560,1231,950,23
1560,1224,1946,23
1560,1224,1947,23
1560,1225,1948,23
1560,1227,1949,23
1560,1227,1950,23
1560,1228,1951,23
1560,1228,1952,23
1560,1228,1953,23
1560,1228,1954,23
1560,1233,397,23
1560,1229,1955,23
1561,1228,397,23
1561,1220,1956,23
1561,1238,893,23
1561,1233,387,23
1561,1230,1957,23
1561,1230,1958,23
1562,1229,1192,23
1563,1229,1959,23
1564,1229,1960,23
1565,1230,1961,23
1566,1231,387,23
1567,1230,1962,23
1567,1238,831,23
1568,1232,1963,23
1568,1232,1964,23
1568,1232,1965,23
1568,1232,1966,23
1569,1233,1967,23
1570,1233,1968,23
1571,1233,1969,23
1572,1234,1970,23
1572,1234,1971,23
1573,1235,831,23
1574,1235,1972,23
1574,1234,1973,23
1575,1235,1974,23
1576,1235,1975,23
1577,1236,1334,23
1577,1251,586,23
1578,1237,1942,23
1579,1238,758,23
1580,1239,466,23
1581,1240,1945,23
1582,1241,397,23
1582,1250,2,23
1583,1242,1940,23
1583,1244,1542,23
1584,1243,1976,23
1585,1244,1497,23
1586,1245,51,23
1587,1246,1977,23
1587,1246,1978,23
1588,1247,1979,23
1589,1248,1979,23
1589,1248,1980,23
1589,1249,1981,23
1590,1249,2,23
1591,1250,1982,23
1592,1249,1983,23
1593,1251,1984,23
1594,1251,1985,23
1595,1252,3,23
1596,1253,1984,23
1597,1253,1986,23
1598,1253,1987,23
1599,1253,1988,23
1600,1254,449,23
1601,1254,1989,23
1601,1254,1990,23
1601,1253,31,23
1602,1254,1991,23
1602,1253,40,23
1603,1255,51,23
1604,1255,1992,23
1605,1256,1993,23
1605,1256,1994,23
1606,1257,51,23
1606,1251,1,23
1607,1258,580,23
1608,1259,280,23
1609,1260,571,23
1610,1259,1995,23
1610,1256,1996,23
1611,1261,1942,23
1612,1261,1997,23
1612,1257,1998,23
1612,1257,1999,23
1612,1257,2000,23
1612,1257,2001,23
1612,1257,2002,23
1612,1258,2003,23
1613,1261,2004,23
1613,1258,2005,23
1613,1258,2006,23
1613,1258,2007,23
1613,1258,2008,23
1613,1258,2009,23
1614,1247,1667,23
1615,1262,2010,23
1615,1259,2011,23
1615,1262,305,23
1615,1265,831,23
1615,1265,320,23
1615,1260,2012,23
1615,1260,2013,23
1616,1263,31,23
1617,1264,1308,23
1618,1265,2014,23
1618,1262,2015,23
1618,1265,170,23
1618,1268,2016,23
1618,1265,1156,23
1619,1266,2017,23
1620,1267,1308,23
1621,1268,850,23
1622,1269,31,23
1623,1270,537,23
1624,1270,357,23
1625,1271,2018,23
1626,1270,2019,23
1627,1272,31,23
1627,1273,2020,23
1627,1273,2021,23
1627,1273,2022,23
1628,1273,2023,23
1629,1273,2024,23
1629,1274,2025,23
1629,1274,2026,23
1629,1274,2027,23
1630,1274,1303,23
1631,1275,1303,23
1632,1276,1269,23
1633,1277,1017,23
1634,1278,51,23
1634,1265,1663,23
1635,1279,40,23
1635,1279,2028,23
1636,1280,2029,23
1637,1281,2030,23
1637,1281,2031,23
1638,1282,2032,23
1638,1278,359,23
1638,1282,2033,23
1639,1283,2034,23
1639,1284,2035,23
1639,1284,2036,23
1640,1284,1308,23
1641,1285,2,23
1642,1286,2037,23
1643,1287,2038,23
1644,1288,2039,23
1645,1288,2040,23
1645,1288,2041,23
1645,1288,2042,23
1646,1289,2,23
1647,1290,31,23
1648,1291,1918,23
1649,1292,2043,23
1649,1291,31,23
1649,1291,31,23
1649,1291,31,23
1649,1293,2044,23
1649,1293,2044,23
1649,1293,2044,23
1649,1293,2044,23
1649,1291,2045,23
1649,1291,2046,23
1650,1293,2047,23
1650,1291,31,23
1651,1294,2048,23
1652,1294,2049,23
1652,1284,357,23
1652,1294,2050,23
1653,1294,2051,23
1653,1295,2052,23
1654,1295,2053,23
1654,1295,2054,23
1655,1296,2055,23
1655,1292,219,23
1656,1297,2056,23
1656,1295,2,23
1656,1293,597,23
1657,1298,2057,23
1657,1298,2058,23
1657,1298,2059,23
1658,1299,2059,23
1659,1300,1649,24
1660,1301,2,24
1660,1299,2060,24
1660,1308,193,24
1660,1303,31,24
1660,1299,2061,24
1660,1299,2062,24
1660,1303,31,24
1660,1299,2063,24
1660,1301,2064,24
1660,1302,1768,24
1660,1301,2065,24
1660,1303,10,24
1660,1303,2066,24
1661,1302,1942,24
1662,1302,2067,24
1662,1303,2068,24
1662,1305,46,24
1662,1308,349,24
1663,1303,505,24
1663,1305,2069,24
1663,1305,2070,24
1663,1305,51,24
1664,1304,31,24
1665,1305,875,24
1666,1306,2071,24
1666,1307,2072,24
1666,1307,2073,24
1666,1307,2074,24
1666,1307,2075,24
1666,1307,2076,24
1667,1307,290,24
1667,1307,2077,24
1668,1307,2078,24
1668,1309,2079,24
1668,1309,2080,24
1669,1308,305,24
1669,1312,705,24
1670,1309,31,24
1671,1310,193,24
1671,1311,31,24
1671,1310,2081,24
1671,1311,31,24
1671,1311,31,24
1671,1311,31,24
1671,1308,349,24
1672,1309,2082,24
1672,1309,313,24
1672,1311,2079,24
1672,1311,2083,24
1673,1311,2084,24
1674,1311,2085,24
1674,1312,2086,24
1674,1312,2087,24
1674,1311,31,24
1675,1311,2088,24
1675,1311,31,24
1675,1312,2089,24
1675,1312,2090,24
1676,1312,40,24
1677,1312,2091,24
1677,1315,305,24
1677,1315,31,24
1677,1312,2092,24
1677,1313,2063,24
1678,1313,2093,24
1679,1314,1403,24
1680,1315,548,24
1680,1315,2094,24
1680,1320,219,24
1681,1316,2095,24
1681,1322,387,24
1681,1316,2096,24
1682,1317,407,24
1683,1318,1761,24
1684,1319,2097,24
1684,1319,2098,24
1684,1319,2099,24
1684,1325,327,24
1684,1319,2100,24
1684,1319,2101,24
1684,1319,2102,24
1684,1318,51,24
1685,1320,2103,24
1685,1322,51,24
1686,1321,51,24
1687,1321,2104,24
1687,1322,51,24
1687,1321,2105,24
1687,1321,2106,24
1687,1321,2107,24
1687,1321,2108,24
1687,1321,2109,24
1687,1321,2110,24
1687,1321,2111,24
1687,1321,2112,24
1687,1325,1971,24
1688,1322,2113,24
1688,1322,2114,24
1689,1323,2115,24
1689,1325,945,24
1689,1323,2116,24
1689,1325,2117,24
1689,1325,2118,24
1689,1327,51,24
1690,1324,1938,24
1690,1327,193,24
1691,1325,2,24
1692,1325,2119,24
1692,1326,2120,24
1693,1326,2121,24
1693,1327,51,24
1693,1328,2122,24
1694,1327,51,24
1695,1328,1294,24
1696,1329,2123,24
1696,1330,2124,24
1697,1330,51,24
1698,1330,2125,24
1698,1330,54,24
1699,1331,1712,24
1700,1332,2126,24
1700,1330,2127,24
1700,1330,2128,24
1700,1330,2129,24
1701,1333,2128,24
1702,1326,1713,24
1703,1328,2130,24
1704,1334,2131,24
1704,1333,2132,24
1704,1332,51,24
1705,1335,2133,24
1706,1336,2134,24
1707,1337,2135,24
1708,1338,2136,24
1708,1332,945,24
1708,1332,51,24
1709,1339,2137,24
1710,1339,2138,24
1710,1332,51,24
1711,1340,1721,24
1712,1341,2139,24
1713,1342,2140,24
1714,1342,2141,24
1714,1341,2142,24
1714,1341,2143,24
1714,1341,2144,24
1714,1341,2145,24
1714,1341,2146,24
1714,1336,237,24
1714,1342,2147,24
1715,1342,2148,24
1715,1342,2149,24
1715,1342,2150,24
1715,1342,2151,24
1715,1342,2152,24
1715,1343,2153,24
1715,1340,387,24
1716,1343,2154,24
1717,1343,2155,24
1717,1343,2156,24
1718,1343,2157,24
1718,1343,2158,24
1718,1343,2159,24
1719,1344,2160,24
1720,1344,2161,24
1720,1344,2162,24
1720,1344,2163,24
1720,1344,2164,24
1720,1344,2165,24
1720,1350,6,24
1721,1344,2166,24
1721,1344,2167,24
1721,1350,46,24
1722,1344,2168,24
1722,1344,2169,24
1722,1344,2170,24
1722,1344,2171,24
1722,1350,1319,24
1722,1345,2172,24
1722,1350,1319,24
1723,1344,2173,24
1723,1345,2174,24
1723,1350,681,24
1724,1345,2175,24
1724,1343,2176,24
1724,1345,2177,24
1725,1346,2178,24
1726,1347,2179,24
1726,1354,51,24
1726,1348,2180,24
1727,1348,2181,24
1728,1349,1409,24
1729,1350,538,24
1729,1354,51,24
1730,1351,2093,24
1731,1352,654,24
1732,1353,538,24
1732,1354,51,24
1733,1354,577,24
1734,1355,2182,24
1734,1354,46,24
1734,1356,68,24
1734,1355,2183,24
1735,1356,902,24
1736,1357,31,24
1736,1357,2184,24
1736,1357,31,24
1736,1358,2185,24
1737,1358,31,24
1738,1358,2186,24
1738,1358,2187,24
1739,1359,2188,24
1740,1358,2189,24
1741,1360,2190,24
1741,1359,2191,24
1741,1359,2192,24
1741,1360,2193,24
1741,1361,31,24
1742,1361,36,24
1743,1362,2194,24
1743,1360,2195,24
1743,1358,387,24
1744,1363,36,24
1745,1363,2196,24
1745,1363,2197,24
1745,1364,2198,24
1745,1364,2199,24
1745,1364,2200,24
1746,1363,2201,24
1746,1364,2202,24
1747,1364,2203,24
1747,1363,31,24
1748,1365,31,24
1749,1365,2204,24
1750,1366,2205,24
1751,1365,2206,24
1752,1367,51,24
1752,1358,2011,24
1752,1366,2207,24
1753,1368,31,24
1754,1368,2208,24
1755,1368,2209,24
1756,1369,586,24
1756,1367,2210,24
1756,1362,609,24
1757,1370,2211,24
1758,1371,2212,24
1758,1358,374,24
1758,1367,40,24
1758,1370,2213,24
1758,1371,2214,24
1758,1371,2215,24
1758,1371,2216,24
1759,1372,2,24
1760,1373,31,24
1761,1373,2217,24
1761,1365,2187,24
1762,1374,2218,24
1763,1375,3,24
1764,1376,2219,24
1765,1376,2220,24
1765,1376,40,24
1765,1375,2221,24
1765,1375,2222,24
1765,1375,2223,24
1765,1375,2224,24
1765,1376,40,24
1765,1371,421,24
1765,1371,221,24
1766,1377,2225,24
1766,1371,1218,24
1766,1371,1218,24
1766,1371,1218,24
1766,1375,2226,24
1766,1375,2227,24
1766,1375,2228,24
1766,1375,2229,24
1766,1379,2230,24
1766,1371,1218,24
1767,1378,51,24
1767,1380,2231,24
1767,1380,2232,24
1768,1379,2233,24
1769,1379,2234,24
1769,1380,2235,24
1769,1368,40,24
1770,1380,51,24
1770,1380,2231,24
1771,1381,1361,24
1772,1381,2236,24
1773,1381,2237,24
1773,1368,51,24
1773,1369,2238,24
1773,1371,280,24
1773,1370,2130,24
1774,1382,1538,24
1775,1318,2218,24
1776,1383,803,24
1776,1369,2239,24
1776,1370,2240,24
1776,1370,2241,24
1776,1370,2242,24
1776,1371,1971,24
1776,1371,803,24
1776,1372,2243,24
1776,1372,2244,24
1776,1372,2245,24
1776,1371,31,24
1776,1371,387,24
1777,1384,2139,24
1778,1385,1828,24
1779,1386,2246,24
1779,1371,2121,24
1779,1387,2247,24
1780,1387,1773,24
1781,1388,2,24
1782,1388,2248,24
1782,1388,2249,24
1782,1388,2250,24
1783,1388,2251,24
1784,1389,193,24
1784,1389,2252,24
1785,1390,2253,24
1785,1389,2254,24
1785,1378,51,24
1786,1391,193,24
1787,1392,2255,24
1787,1390,2256,24
1787,1391,2257,24
1787,1391,2258,24
1787,1391,2259,24
1787,1393,2260,24
1787,1393,2261,24
1787,1371,387,24
1787,1394,2262,24
1787,1377,305,24
1787,1377,305,24
1787,1376,1039,24
1788,1393,2263,24
1788,1395,31,24
1788,1398,46,24
1789,1394,193,24
1790,1394,2264,24
1791,1395,2263,24
1792,1396,2265,24
1793,1395,2266,24
1794,1397,2267,24
1795,1398,40,24
1796,1398,2268,24
1796,1398,2269,24
1796,1398,2270,24
1797,1399,2093,24
1797,1398,2271,24
1797,1398,2272,24
1798,1400,40,24
1799,1401,51,24
1799,1400,2273,24
1800,1400,2274,24
1800,1400,2275,24
1800,1400,2276,24
1800,1400,2277,24
1801,1402,2278,24
1802,1403,2279,24
1803,1404,40,24
1804,1404,2280,24
1804,1404,2281,24
1805,1404,2282,24
1805,1404,2283,24
1805,1404,2284,24
1806,1404,2285,24
1807,1405,2286,24
1807,1414,387,24
1808,1404,2287,24
1809,1406,180,24
1810,1406,2288,24
1810,1406,2289,24
1811,1407,51,24
1812,1408,46,24
1813,1409,991,24
1814,1410,2263,24
1814,1412,2290,24
1815,1411,305,24
1816,1412,2291,24
1816,1413,2262,24
1816,1404,2292,24
1817,1413,2133,24
1818,1414,305,24
1818,1415,2293,24
1819,1415,681,24
1820,1416,51,24
1821,1417,2294,24
1821,1427,1303,24
1821,1412,31,24
1822,1418,2295,24
1822,1420,2296,24
1823,1419,193,24
1824,1420,1392,24
1825,1421,2121,24
1825,1421,2297,24
1825,1416,51,24
1825,1421,2298,24
1826,1422,2299,24
1827,1422,2300,24
1827,1423,2301,24
1828,1423,2302,24
1829,1424,2253,24
1830,1425,407,24
1831,1426,2303,24
1831,1424,2304,24
1831,1424,2305,24
1832,1427,407,24
1833,1428,2306,24
1833,1429,2307,24
1833,1429,2308,24
1833,1424,2246,24
1833,1428,51,24
1834,1429,227,24
1835,1430,1258,24
1836,1431,1391,24
1837,1431,2309,24
1837,1429,2310,24
1837,1432,2,24
1837,1429,2311,24
1837,1428,305,24
1837,1428,305,24
1838,1432,2312,24
1838,1432,2313,24
1838,1431,2314,24
1838,1429,194,24
1838,1432,2315,24
1838,1428,305,24
1838,1431,357,24
1838,1431,2316,24
1838,1431,2317,24
1838,1431,2318,24
1838,1432,2319,24
1838,1433,2320,24
1838,1433,2321,24
1838,1434,2322,24
1838,1434,2323,24
1838,1438,51,24
1838,1432,2324,24
1839,1433,2325,24
1839,1437,16,24
1839,1435,2326,24
1840,1434,2327,24
1840,1437,2,24
1840,1435,2328,24
1840,1432,2263,24
1841,1435,1803,24
1842,1436,2093,24
1842,1436,2329,24
1843,1437,2,24
1844,1437,2330,24
1844,1437,2331,24
1845,1437,2332,24
1846,1438,2333,24
1846,1440,46,24
1847,1439,2334,24
1848,1440,1421,24
1849,1441,51,24
1850,1442,51,24
1850,1441,2335,24
1850,1442,2336,24
1850,1442,2337,24
1851,1443,2338,24
1852,1444,31,24
1853,1444,2339,24
1854,1445,2340,24
1855,1444,2341,24
1855,1444,2342,24
1855,1444,2343,24
1855,1445,2344,24
1855,1446,2345,24
1855,1446,2346,24
1856,1446,2347,24
1856,1415,571,24
1857,1447,2348,24
1858,1448,2349,24
1858,1444,2350,24
1858,1444,2351,24
1858,1444,2352,24
1858,1444,2353,24
1858,1444,2354,24
1858,1444,2355,24
1858,1445,2356,24
1858,1445,2357,24
1858,1445,2358,24
1858,1445,2359,24
1859,1449,2360,24
1859,1446,2361,24
1859,1446,2362,24
1859,1447,2363,24
1860,1429,2354,24
1861,1450,2364,24
1861,1447,40,24
1861,1415,562,24
1862,1451,234,24
1862,1420,2,24
1862,1420,397,24
1863,1452,2348,24
1863,1447,2365,24
1864,1453,1924,24
1865,1454,2366,24
1865,1425,597,24
1865,1425,1945,24
1865,1427,2367,24
1866,1455,51,24
1866,1425,945,24
1867,1456,51,24
1867,1429,2368,24
1867,1425,2012,24
1868,1457,51,24
1869,1458,2369,24
1869,1431,2370,24
1869,1433,2371,24
1869,1433,2372,24
1869,1433,2373,24
1869,1433,2374,24
1869,1433,2375,24
1870,1459,51,24
1870,1433,945,24
1871,1318,2087,24
1872,1460,51,24
1872,1433,2376,24
1873,1461,747,24
1874,1462,313,24
1875,1463,1528,24
1876,1464,2377,24
1877,1464,2378,24
1877,1435,193,24
1877,1464,2379,24
1878,1464,2380,24
1878,1435,31,24
1878,1436,1436,24
1879,1465,40,24
1880,1465,2381,24
1881,1466,193,24
1882,1467,1010,24
1882,1468,2382,24
1883,1468,2383,24
1884,1468,2384,24
1884,1470,155,24
1884,1469,2385,24
1885,1469,1939,24
1886,1470,1851,24
1887,1471,2386,24
1888,1471,2387,24
1888,1464,1938,24
1888,1471,193,24
1889,1471,2388,24
1890,1472,51,24
1891,1473,219,24
1891,1464,31,24
1891,1472,2389,24
1891,1473,2390,24
1891,1473,2391,24
1891,1464,1348,24
1892,1474,1276,24
1893,1475,2184,24
1894,1476,2392,24
1895,1476,2393,24
1895,1467,2394,24
1895,1467,2395,24
1896,1476,2396,24
1897,1430,2336,24
1898,1477,2397,24
1898,1468,2093,24
1898,1467,2398,24
1898,1468,2399,24
1898,1468,1547,24
1898,1469,46,24
1899,1478,2,24
1900,1478,2400,24
1900,1469,597,24
1901,1479,1267,24
1902,1480,1277,25
1903,1481,935,25
1903,1481,2401,25
1903,1469,51,25
1904,1482,752,26
1905,1483,186,26
1906,1484,186,26
1907,1485,758,26
1908,1486,2402,27
1909,1486,2403,27
1909,1486,2404,27
1910,1487,2,27
1911,1488,2405,27
1912,1489,2406,28
1912,1488,2407,28
1912,1469,68,28
1913,1489,2408,28
1913,1490,2409,28
1914,1490,2406,28
1914,1469,68,28
1915,1491,2410,28
1916,1491,2411,28
1916,1491,2412,28
1916,1491,2413,28
1916,1492,2414,28
1917,1492,2415,28
1917,1492,2416,28
1917,1492,2417,28
1917,1492,2418,28
1918,1492,2419,28
1918,1493,2420,28
1918,1493,2421,28
1919,1493,2422,28
1920,1494,2423,28
1920,1495,2424,28
1921,1495,2425,28
1922,1496,2426,28
1922,1496,2427,28
1922,1496,2428,28
1923,1497,2429,28
1923,1496,2430,28
1924,1496,2431,28
1924,1497,2432,28
1924,1498,2433,28
1925,1498,2434,28
1925,1498,2435,28
1925,1499,2436,28
1926,1499,2437,28
1926,1495,68,28
1927,1500,2437,28
1927,1495,68,28
1928,1501,2438,28
1928,1501,2439,28
1929,1502,2425,28
1929,1498,2427,28
1929,1502,2440,28
1930,1503,2437,28
1931,1503,2441,28
1931,1506,68,28
1931,1503,2442,28
1932,1503,2443,28
1932,1503,2444,28
1932,1497,2414,28
1933,1504,2445,28
1934,1504,2446,28
1934,1516,85,28
1934,1516,68,28
1934,1504,2447,28
1934,1504,2448,28
1934,1504,2449,28
1934,1504,2450,28
1935,1505,2451,28
1935,1505,2452,28
1936,1506,2453,28
1936,1479,357,28
1937,1501,2454,28
1938,1507,2455,28
1938,1506,2456,28
1938,1506,2457,28
1939,1508,2437,28
1939,1525,68,28
1940,1509,2437,28
1940,1506,2458,28
1940,1507,2459,28
1941,1510,2460,28
1941,1508,2461,28
1941,1508,2462,28
1941,1508,2463,28
1942,1511,2464,28
1942,1510,2465,28
1943,1501,2466,28
1943,1510,2467,28
1944,1512,2425,28
1944,1509,2427,28
1945,1513,2468,28
1946,1514,2436,28
1946,1511,2469,28
1946,1512,2470,28
1947,1515,2471,28
1947,1512,2472,28
1947,1512,2473,28
1948,1516,68,28
1949,1517,2474,28
1949,1512,2475,28
1949,1512,2476,28
1949,1512,2477,28
1950,1516,2478,28
1950,1516,2479,28
1950,1516,2480,28
1950,1516,2481,28
1950,1517,2482,28
1950,1517,2483,28
1950,1518,2484,28
1950,1518,2485,28
1950,1518,2486,28
1950,1518,2487,28
1950,1525,68,28
1951,1518,68,28
1951,1519,2488,28
1951,1519,2489,28
1951,1519,2490,28
1951,1519,2491,28
1951,1519,2492,28
1952,1519,2493,28
1953,1519,2494,28
1954,1519,2495,28
1955,1519,2496,28
1956,1519,2497,28
1957,1520,2498,28
1957,1519,2499,28
1957,1519,2500,28
1957,1519,2501,28
1957,1519,2502,28
1957,1519,2503,28
1957,1519,2504,28
1958,1514,2505,28
1958,1520,2506,28
1958,1515,2507,28
1958,1515,2508,28
1958,1521,2509,28
1958,1522,2510,28
1958,1522,2511,28
1959,1514,2512,28
1960,1514,2513,28
1960,1515,2514,28
1960,1515,2515,28
1960,1524,2516,28
1960,1524,2517,28
1961,1514,2518,28
1961,1516,2519,28
1961,1524,2520,28
1961,1523,66,28
1962,1521,2408,28
1963,1522,2521,28
1964,1523,2479,28
1965,1524,2422,28
1966,1524,2522,28
1966,1524,2523,28
1967,1525,2524,28
1968,1526,2406,28
1968,1527,68,28
1968,1524,2525,28
1968,1525,2526,28
1968,1525,2527,28
1968,1525,2528,28
1968,1525,2529,28
1968,1525,2530,28
1969,1526,2531,28
1970,1527,2532,28
1970,1527,2533,28
1970,1527,2534,28
1970,1527,2535,28
1970,1529,2536,28
1970,1529,2537,28
1971,1528,66,28
1971,1520,2538,28
1972,1529,2539,28
1972,1524,2540,28
1973,1530,2541,28
1973,1527,2542,28
1974,1531,2427,28
1975,1532,68,28
1975,1525,2543,28
1976,1531,2544,28
1977,1531,2545,28
1977,1531,2546,28
1977,1532,2547,28
1978,1533,2548,28
1978,1533,2549,28
1978,1529,2550,28
1979,1534,68,28
1980,1534,2551,28
1980,1533,2552,28
1980,1529,2553,28
1980,1529,2554,28
1981,1535,2555,28
1982,1535,2556,28
1982,1534,2557,28
1982,1527,68,28
1983,1536,2504,28
1983,1534,2558,28
1983,1530,2559,28
1983,1534,2560,28
1983,1536,2561,28
1984,1537,2408,28
1985,1538,2562,28
1985,1537,2563,28
1985,1537,2564,28
1985,1537,2565,28
1985,1537,2406,28
1985,1537,2566,28
1985,1537,2567,28
1985,1537,2568,28
1985,1539,2569,28
1985,1540,2570,28
1985,1540,2571,28
1985,1540,2572,28
1985,1540,68,28
1985,1540,2573,28
1985,1537,2563,28
1985,1540,2574,28
1985,1540,2575,28
1986,1539,2576,28
1987,1539,2577,28
1987,1541,2578,28
1987,1541,2579,28
1988,1540,2580,28
1988,1541,2581,28
1988,1541,2582,28
1989,1541,2406,28
1990,1542,2583,28
1991,1543,2584,28
1991,1542,2406,28
1991,1537,2585,28
1991,1552,68,28
1991,1542,2586,28
1992,1544,2587,28
1992,1543,2471,28
1992,1538,2588,28
1993,1542,2589,28
1993,1538,2590,28
1994,1545,2591,28
1994,1547,2406,28
1994,1540,2592,28
1994,1552,68,28
1994,1546,2593,28
1995,1546,2594,28
1995,1540,2595,28
1996,1542,2596,28
1996,1540,2597,28
1997,1542,2598,28
1997,1543,2599,28
1997,1540,2600,28
1997,1543,2601,28
1997,1549,2602,28
1997,1549,2603,28
1998,1547,2604,28
1999,1547,2605,28
1999,1547,2422,28
1999,1549,2606,28
2000,1548,2607,28
2000,1559,68,28
2000,1549,2608,28
2000,1549,2609,28
2000,1547,2406,28
2001,1547,422,28
2001,1549,2610,28
2001,1549,2611,28
2002,1549,2604,28
2002,1550,2612,28
2003,1550,2408,28
2004,1551,2406,28
2004,1559,68,28
2005,1552,2613,28
2005,1559,68,28
2006,1553,2614,28
2006,1559,68,28
2006,1559,68,28
2007,1554,2615,28
2007,1578,1315,28
2007,1543,2616,28
2007,1543,2617,28
2007,1543,2618,28
2008,1555,2619,28
2008,1559,134,28
2008,1564,2471,28
2008,1543,2620,28
2009,1501,2621,28
2010,1556,68,28
2010,1561,2440,28
2010,1546,2622,28
2011,1557,68,28
2011,1546,2623,28
2011,1546,2624,28
2011,1559,68,28
2011,1546,2625,28
2011,1546,2622,28
2011,1564,2471,28
2012,1558,2418,28
2013,1558,2626,28
2014,1558,2627,28
2014,1560,2628,28
2014,1560,2629,28
2015,1559,2630,28
2015,1560,2631,28
2015,1560,2632,28
2015,1560,2633,28
2015,1578,1315,28
2016,1560,68,28
2016,1560,2634,28
2017,1561,2635,28
2018,1558,68,28
2018,1561,2636,28
2018,1561,2637,28
2018,1561,2638,28
2019,1562,1530,28
2020,1563,68,28
2020,1562,2406,28
2021,1564,2471,28
2022,1565,68,28
2023,1566,2639,28
2023,1564,2640,28
2023,1564,2641,28
2024,1565,2642,28
2024,1563,2517,28
2025,1567,2618,28
2025,1566,2643,28
2025,1567,2644,28
2026,1568,2427,28
2027,1568,2645,28
2027,1567,2646,28
2027,1567,2647,28
2027,1568,2648,28
2027,1570,2649,28
2027,1562,2618,28
2027,1570,2650,28
2028,1568,2651,28
2028,1570,2652,28
2029,1569,2427,28
2030,1570,2653,28
2031,1571,2654,28
2032,1571,2655,28
2032,1570,2656,28
2032,1571,2656,28
2032,1571,2657,28
2032,1571,2656,28
2032,1573,2511,28
2032,1571,2658,28
2032,1571,2659,28
2032,1564,2439,28
2032,1571,2656,28
2032,1571,2656,28
2033,1571,2660,28
2033,1571,2661,28
2034,1572,2662,28
2034,1571,51,28
2034,1576,139,28
2034,1583,320,28
2034,1597,280,28
2035,1573,2602,28
2035,1571,40,28
2035,1569,2427,28
2035,1574,2663,28
2035,1574,2664,28
2035,1574,2665,28
2035,1574,2666,28
2036,1574,2667,28
2036,1571,2668,28
2036,1575,2669,28
2037,1575,2499,28
2037,1573,2670,28
2038,1576,68,28
2039,1577,2541,28
2039,1575,2671,28
2039,1577,2672,28
2040,1578,68,28
2041,1578,2673,28
2041,1575,68,28
2041,1575,2674,28
2041,1577,2675,28
2042,1576,2676,28
2042,1575,2677,28
2042,1575,2678,28
2042,1575,2679,28
2042,1579,68,28
2042,1577,2680,28
2042,1597,1315,28
2042,1597,1315,28
2042,1581,2427,28
2042,1581,2427,28
2042,1581,2427,28
2043,1576,2681,28
2043,1597,1315,28
2043,1575,2682,28
2043,1579,77,28
2044,1579,2683,28
2045,1575,68,28
2045,1579,2656,28
2045,1579,2656,28
2045,1580,2684,28
2045,1579,68,28
2045,1574,2685,28
2045,1579,2656,28
2045,1579,68,28
2045,1575,2686,28
2045,1575,2687,28
2045,1577,2688,28
2045,1577,2689,28
2045,1577,2690,28
2045,1577,2691,28
2045,1577,2692,28
2045,1579,2656,28
2045,1582,2693,28
2046,1580,2694,28
2046,1573,2695,28
2047,1581,85,28
2048,1582,2696,28
2048,1573,2697,28
2048,1573,2698,28
2048,1580,2667,28
2049,1582,2699,28
2049,1573,2700,28
2049,1591,2427,28
2050,1583,2701,28
2050,1591,2440,28
2051,1584,2702,28
2051,1574,2703,28
2051,1574,2704,28
2051,1574,2705,28
2051,1574,2706,28
2051,1583,2707,28
2051,1580,2612,28
2051,1584,2708,28
2051,1583,2709,28
2051,1583,2710,28
2051,1584,2711,28
2051,1585,2712,28
2051,1585,2713,28
2051,1587,2465,28
2051,1579,40,28
2051,1586,2712,28
2051,1582,2714,28
2051,1587,2715,28
2052,1585,2716,28
2052,1576,2717,28
